exp_id,job_id,backend,archt,qubits,layers,parameters,depth,cnots,operator,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,relative,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100,shots
4492b5fe-c745-456b-89d3-a94df72181e9,['2a611c4c-379f-43f7-be37-b6d80e65d080'],aer_simulator,linear_alternating,7,3,43,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0151319525722296,0.0097841691017255,0.0037438710186547,0.0038251434913517,0.0041502333821398,0.0056156681926972,0.0071331848566817,0.0147179311926469,0.0180750330118104,0.0290556272188192,0.034494083944398,0.0384324476266115,0.0394170385471649,1000.0
5742df6f-0556-416b-a1a0-25f529e5ad75,['62c9d77efdb4a80a5d42b155'],ibmq_ehningen,linear_alternating,2,3,8,"[26, 26]","[3, 3]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0288085740307693,0.0335548401215894,0.0007606369934547,0.0011328555907461,0.0026217299799119,0.0036798754587424,0.0066124135100084,0.0215326025152101,0.0324914773871658,0.0603583840058267,0.1063755527517681,0.1254993901393598,0.1302803494862578,1000.0
712ed717-1242-4099-b204-abd72c9b68b1,['62c9d790800aad47104cebd0'],ibmq_ehningen,linear_alternating,3,3,15,"[43, 43, 43, 43]","[6, 6, 6, 6]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0503861365430397,0.0700414906275231,0.0014238547835875,0.0015156793003424,0.0018829773673617,0.0029374922139249,0.0146657292900854,0.0328067441058246,0.0393209933105813,0.1121780780480646,0.1517766038660596,0.2766091618788855,0.3078173013820923,1000.0
6ec67625-0b92-494f-a52e-145f1d7ef7c3,['62c9d7b01c93003c5109efba'],ibmq_ehningen,linear_alternating,4,3,22,"[43, 43, 43, 43, 43, 43, 43, 43]","[9, 9, 9, 9, 9, 9, 9, 9]",Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0404974637232441,0.0308463500521273,0.0100761810031122,0.010280887803704,0.0110997150060713,0.0140880720822869,0.0164398607302427,0.0321194181538278,0.0439005084516839,0.0904426333673703,0.0992122497876892,0.1189954862790918,0.1239412954019424,1000.0
a7ba4c0e-4fac-44dd-bedb-55f5a444bdef,['de9e9f8a-092e-4db9-a8f1-d3baf0c8d05f'],aer_simulator,linear_alternating,2,3,8,"[9, 11]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0111503115553171,0.0128835889794074,0.0005574848265752,0.0005928672577303,0.0007343969823504,0.000840127337937,0.0014627107900872,0.0040366096202962,0.015925970823292,0.0330855847046015,0.0356782105452208,0.0381151657775126,0.0387244045855856,1000.0
e3a2f91a-c73f-42d3-a2f3-a60779523b71,['d67e6885-8bf3-41cd-a76a-26333347acf6'],aer_simulator,linear_alternating,3,3,15,"[13, 18]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0088948820742398,0.0095820332105836,0.0001839100813027,0.0001952755201463,0.0002407372755206,0.0003693180283453,0.0026815458732086,0.0055983023037224,0.0138644600492399,0.0176418839769208,0.0240604505216559,0.0361421140346112,0.0391625299128501,1000.0
4e568a95-1c0e-4ce3-8d73-a6f03bfc5a1f,['539fbb62-de90-4112-b9b3-76c68a811d3c'],aer_simulator,linear_alternating,4,3,22,"[13, 19]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0191693322359446,0.0163754010609948,0.0006720241334938,0.0008345998219246,0.0014849025756479,0.0026490620395467,0.0056114299370719,0.0144968638971284,0.0278786074550906,0.0459493720582647,0.0479326609268527,0.0487579886155285,0.0489643205376974,1000.0
b45e8411-520b-453a-9ad1-eb14ae876daa,['174468e9-ba55-4dd0-9925-ae5d4457b9e2'],aer_simulator,linear_alternating,7,3,43,"[13, 22]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.019693427929926,0.0178347080440682,0.0001372524849202,0.0002287450388172,0.0005947152544052,0.0007472213821908,0.0027293205780341,0.0203643087691891,0.0331833189160199,0.038414925480911,0.0444873977871332,0.0577223487888825,0.0610310865393199,1000.0
c8bd29c9-8874-485d-a2cd-18dc0137b9e9,['cd733378-f1f7-4ed7-879c-0a35acdf195c'],aer_simulator,linear_alternating,10,3,64,"[13, 25]","[0, 1]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0164883712966102,0.0138086291350669,9.663285753605353e-05,0.0002488863327576,0.0008579002336441,0.0012598778306181,0.0041255056764662,0.0140040387623746,0.0272735751649385,0.0353044281731922,0.0411955351260658,0.0422553758558308,0.0425203360382721,1000.0
8bca5c1b-4360-43f4-bcb0-245af70ea961,['62c9d9be800aad0c744cebd2'],ibmq_ehningen,linear_alternating,2,3,8,"[25, 29]","[3, 4]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0302142210166207,0.0207744882748095,0.0021857144358875,0.0022819524302625,0.0026669044077627,0.0030905586687179,0.016916027843608,0.0304015152642954,0.0384449587994721,0.0648965291267924,0.0693361945126714,0.0712000260323006,0.0716659839122079,1000.0
5eda104f-60ca-4aa8-9a86-8325eee930cd,['62c9d9c8800aad15504cebd3'],ibmq_ehningen,linear_alternating,3,3,15,"[42, 63]","[6, 20]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1050399467692811,0.1567807002882275,0.0001839100813026,0.0012748611656689,0.0056386655031342,0.0082616364209485,0.0202718916994766,0.0436714458835539,0.0687987855836111,0.4049924987500504,0.4285170320821779,0.5100258052955752,0.5304029985989247,1000.0
d1e92995-1df0-4c83-b465-316e5beb29a2,['62c9d9d31c93008c4009efbc'],ibmq_ehningen,linear_alternating,4,3,22,"[42, 108]","[9, 60]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0943451393703378,0.0628231733261609,0.012348234694723,0.0141578570174175,0.0213963463081957,0.0270938921938496,0.0494945157404241,0.0829434131930627,0.1208337870814625,0.1673456142115135,0.2355755688608358,0.237474691533978,0.2379494722022636,1000.0
927f50d1-e698-499b-ba3f-32478f7a2638,['62c9d9ed1c9300ff9109efbe'],ibmq_ehningen,linear_alternating,7,3,43,"[46, 945]","[18, 673]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.140525597906372,0.107264375456237,0.0039811904897914,0.0101963602409587,0.035057039245628,0.0439398865105071,0.0687561941213431,0.0960516706916411,0.2071976930664859,0.3162126762283858,0.3293243661092145,0.368587776067955,0.3784036285576403,1000.0
076413ea-be58-46d9-b14b-4da2d8b1a798,['62c9da9c1c930062f409efbf'],ibmq_ehningen,linear_alternating,10,3,64,"[46, 8097]","[27, 5777]",Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1212972622239455,0.10141122103164,0.0174568193086886,0.0180351935890277,0.0203486907103845,0.0214483862209973,0.0296313388431957,0.0914515933638245,0.2095132009431587,0.2620607959273526,0.2760872648999959,0.3372649432716044,0.3525593628645066,1000.0
61300355-b57d-409e-8633-6a2160c64882,['fdbbe444-991f-4e98-91f0-a4d8820a95b6'],aer_simulator,linear_alternating,2,3,8,"[9, 11]","[0, 2]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0161640707707983,0.0114597664971525,0.0035385910552831,0.0036426263059041,0.0040587673083883,0.0048629747951741,0.0062260342919658,0.0151693456101049,0.0212761961991294,0.0312461029847194,0.0394870955994133,0.0422816234434374,0.0429802554044435,1000.0
7056a31c-4c12-46ff-bfb9-a73095432c06,['74894ffb-f636-4ce4-8757-44137258aaf1'],aer_simulator,linear_alternating,3,3,15,"[13, 17, 18]","[0, 2, 3]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0237639962477565,0.0273940794651866,0.0002656961052941,0.00058676875727,0.0018710593651738,0.0022328869288052,0.0050583481170373,0.0175180390265998,0.0328666972012352,0.0417624695977728,0.0615355846688696,0.1076981672330953,0.1192388128741518,1000.0
9e216c0e-494a-48dc-bd2f-30822ca97fab,['8ef77e38-9ce9-4ab6-8885-6fef2255ce98'],aer_simulator,linear_alternating,4,3,22,"[13, 17, 18, 19]","[0, 2, 3, 4]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0193888088605139,0.0127683266945398,0.0028882911655688,0.0032934412532991,0.0049140416042205,0.0061710134848792,0.0097388317353398,0.0195960879409652,0.0228408996659131,0.0379928414716187,0.0451683712825387,0.0481903417082728,0.0489458343147064,1000.0
4f0b4881-7d61-40ec-a3c0-f053b2d2a9a7,['2873ae88-7ad8-41e4-8eec-ef871d6ab76e'],aer_simulator,linear_alternating,7,3,43,"[13, 17, 18, 19, 20, 21, 22]","[0, 2, 3, 4, 5, 6, 7]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0231378800462133,0.0128047798980698,0.0005469349289756,0.0017846373827083,0.0067354471976393,0.0099641982418388,0.0144833601952399,0.0211730818631421,0.0313626792704696,0.034416200280138,0.0435141214956316,0.0548947857191762,0.0577399517750623,1000.0
8df5c1c6-305c-4902-9b43-53e9adbe0e40,['7cdf2f07-5143-4859-bcc1-df71597a9e37'],aer_simulator,linear_alternating,10,3,64,"[13, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0147800188212633,0.0089187217751695,0.0014344789646081,0.0020729473507268,0.0046268208952014,0.0056172267817512,0.0067962875687284,0.0127012497758589,0.0200704976491976,0.0297790660094481,0.030137720005461,0.0305014292117476,0.0305923565133193,1000.0
de98bfc2-ec62-40b8-b496-85336bb4d5ef,['62c9dde0800aad22204cebd5'],ibmq_ehningen,linear_alternating,2,3,8,"[25, 30]","[3, 5]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0260089756543839,0.0247609991941115,0.0020998186413454,0.0021510106106831,0.0023557784880338,0.0025768044183485,0.0116542420630421,0.018024780020063,0.0322899881610686,0.0617664812939257,0.0701349037776511,0.0924609394919541,0.0980424484205299,1000.0
7ba1bd7b-f0c2-47cb-bf26-790ba4e2c873,['62c9dded6c2b503079c6032f'],ibmq_ehningen,linear_alternating,3,3,15,"[42, 45, 52]","[6, 8, 10]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1766272057484067,0.2938099992421668,0.0135547873946587,0.0138690026959913,0.0151258639013216,0.0238961975008404,0.0404546474331243,0.0755514664102294,0.1553305292935241,0.3053408292129573,0.6917386134146283,1.1521586839853537,1.2672637016280364,1000.0
14deed96-1e8e-411e-8e2b-e57da3c8baa3,['62c9ddfe6c2b502578c60330'],ibmq_ehningen,linear_alternating,4,3,22,"[42, 45, 52, 62]","[9, 11, 13, 15]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0795847386786522,0.0671823061246139,0.0058258101893914,0.00874137793179,0.0204036489013841,0.0244627227758784,0.0560359367206101,0.0629541395467166,0.0872712439329073,0.1131832490818958,0.1466743102455078,0.2942065190727578,0.3310895712795707,1000.0
7a498792-4760-4149-b78e-eb4b8814e917,['62c9de1d1c930084b109efc2'],ibmq_ehningen,linear_alternating,7,3,43,"[46, 47, 52, 56, 65, 73, 85]","[18, 20, 22, 26, 28, 30, 30]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2136765113373182,0.1971126955531378,0.0039319348141301,0.0127499647454707,0.0480220844708333,0.0564167953382098,0.0675814094585782,0.1415603565059293,0.2995908588820423,0.4597154473258305,0.6572213223265175,0.6975267065497115,0.70760305260551,1000.0
47bed47e-abb3-42c9-aba6-1022b682c9c5,['62c9de531c9300867609efc3'],ibmq_ehningen,linear_alternating,10,3,64,"[46, 47, 50, 61, 80, 71, 82, 94, 108, 109]","[27, 29, 33, 36, 42, 39, 39, 41, 46, 52]",SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1340311223419423,0.0997343899884735,0.0162165453138216,0.017591653180347,0.0230920846464483,0.0363077522919109,0.0796685731426043,0.0997880442829004,0.15623304479811,0.2994833264320787,0.3538559705119745,0.3620338510788398,0.3640783212205562,1000.0
509dd650-acdf-49fd-99e7-7ae8172acf93,['68b7e3dd-149f-48b2-8de5-cbc24ee0ee80'],aer_simulator,linear_alternating,2,3,8,"[9, 11]","[0, 2]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0154938803315645,0.0119109662780487,0.0008988134878786,0.0012585873554066,0.0026976828255184,0.0031803993496767,0.005213205896361,0.0108068644664416,0.023879215599529,0.0348016972450888,0.0356561627156822,0.0363291241973592,0.0364973645677785,1000.0
db0e5944-4a31-4aac-b651-533eedeff9b6,['e16e1111-d27c-41f8-a2b1-2e2254379032'],aer_simulator,linear_alternating,3,3,15,"[13, 23]","[0, 4]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0154001547859534,0.0172081974556079,0.0004345750398741,0.0005983399490386,0.0012533995856968,0.0018044029265834,0.0025340480520411,0.0075773360143577,0.0246340015820294,0.0358656989537415,0.0440754856969113,0.0618404140117152,0.0662816460904163,1000.0
45fb9805-83fa-4ebd-a117-be2fa0c6d5c7,['7cb8281b-0473-4d7e-a4f4-67d933448ed2'],aer_simulator,linear_alternating,4,3,22,"[13, 59]","[0, 22]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0171006004135674,0.0141121308608108,0.0011778980728492,0.0015393381272502,0.0029850983448542,0.0033100469284619,0.0083915722226436,0.0106465040563846,0.0288962934958431,0.0334998645943987,0.0369255386760866,0.052136459683113,0.0559391899348696,1000.0
381fba4d-e84a-458f-b423-af0adc63d3b9,['1946a2cd-6e64-465b-99e3-1f3b94d08a1c'],aer_simulator,linear_alternating,7,3,43,"[13, 1358]","[0, 796]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.019583703235075,0.0113594386729928,0.0020053651097568,0.0020942557103493,0.0024498181127193,0.0031288885377203,0.0128067611078998,0.0164337785550561,0.0293840501442003,0.0353689605709843,0.0358151927249661,0.0377023629257839,0.0381741554759883,1000.0
d2baaa94-93fd-4469-9341-6c382bd96330,['cc8989ff-1faa-4179-a0bb-0e0a2a8c0a3b'],aer_simulator,linear_alternating,10,3,64,"[13, 14225]","[0, 8518]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0117619666086708,0.0070899717234751,0.0009922415353102,0.0012350688368178,0.002206378042848,0.0031148995996552,0.0054171173461201,0.0119289534844609,0.0167474050294302,0.0200957848695872,0.0241008545614533,0.0254409323813499,0.0257759518363241,1000.0
1cd7407c-6c3b-48d0-b375-c4b679596533,['62c9de98800aad12994cebd6'],ibmq_ehningen,linear_alternating,2,3,8,"[25, 30]","[3, 5]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0375521227910464,0.0370835009914222,0.0023097682907255,0.0023480740295669,0.0025012969849323,0.0049047145562533,0.0165125006053502,0.033070506755169,0.0436986437642731,0.0571324481967501,0.0948575692500695,0.1544567884118464,0.1693565932022907,1000.0
79dfe4ee-4af2-47fc-b6bb-af684c2d9daa,['62c9dea2fdb4a8ad7b42b159'],ibmq_ehningen,linear_alternating,3,3,15,"[42, 53]","[6, 13]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.0762644113060503,0.1241327379137054,0.0012587092771966,0.0014390512860449,0.002160419321438,0.002328123255306,0.0078784758722457,0.0365189457905558,0.0681155295003345,0.1760864963143972,0.41793430361726,0.421989325402735,0.4230030808491038,1000.0
7bbe684c-7d70-422e-a402-af30c50e12e2,['62c9deaf6c2b504ae0c60331'],ibmq_ehningen,linear_alternating,4,3,22,"[42, 126]","[9, 51]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1031742969552471,0.1092590186100729,0.001648592693904,0.0019487003328358,0.0031491308885633,0.0113452761666127,0.022927884647735,0.074281484927536,0.1349128287030299,0.2338880240893033,0.2736616213079005,0.4027617368016393,0.4350367656750743,1000.0
0c3df442-b789-496f-866b-001ab4490165,['62c9def4fdb4a8694a42b15a'],ibmq_ehningen,linear_alternating,7,3,43,"[46, 2138]","[18, 1302]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1872342698328856,0.1847665408388039,0.0057776769623884,0.0097173296798217,0.025475940549555,0.0333164503365402,0.0881739572267232,0.1062787479883051,0.2313370085517791,0.3955934647062297,0.5750225413150648,0.707454484416759,0.7405624701921829,1000.0
a9eded8c-3f72-4d0c-94f6-2d870048639f,['62c9e35bfdb4a8846f42b15e'],ibmq_ehningen,linear_alternating,10,3,64,"[46, 20419]","[27, 14683]",SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.1066623659596101,0.0935306548305757,0.0014617312979686,0.0024130718776678,0.0062184341964645,0.0107453201883045,0.0226636924948067,0.0790952362354891,0.1692957357637284,0.2454195401463992,0.2662155725893796,0.3056621476484582,0.3155237914132279,1000.0
4fb575bc-71aa-407f-bf9b-debd83492190,['5b192fab-6b6c-4eca-84ff-82de4ebdd516'],aer_simulator,linear,5,1,10,"[9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 8, 8, 9, 9, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",constant,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3633784382901002,0.4587458982660943,0.0014899082433199,0.0161121012581516,0.0468400826566786,0.0639160495413201,0.1339126648710351,0.2719169802812778,0.3632893202301143,0.6500625651046866,0.866717071662457,2.1920274389527155,3.078369931270664,1000.0
30cfc81b-a2c8-45e3-88ab-009861cac21a,['4f212fdd-c96f-496c-b458-66fb338123d2'],aer_simulator,linear,5,1,10,"[6, 13]","[0, 1]",constant,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3633784382901002,0.4587458982660943,0.0014899082433199,0.0161121012581516,0.0468400826566786,0.0639160495413201,0.1339126648710351,0.2719169802812778,0.3632893202301143,0.6500625651046866,0.866717071662457,2.1920274389527155,3.078369931270664,1000.0
4afac88b-c7c7-4dd0-b1b2-1971ef8bebab,['ef4e8b91-be94-4e76-a8cc-0e6cfd2769bf'],aer_simulator,linear,5,1,10,"[6, 8, 9, 10, 11]","[0, 2, 3, 4, 5]",constant,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3633784382901002,0.4587458982660943,0.0014899082433199,0.0161121012581516,0.0468400826566786,0.0639160495413201,0.1339126648710351,0.2719169802812778,0.3632893202301143,0.6500625651046866,0.866717071662457,2.1920274389527155,3.078369931270664,1000.0
9257207d-3b84-49f6-92c8-8a8d92fcee26,['c0ce2f77-39cd-4a31-908e-5cb78863edec'],aer_simulator,linear,5,1,10,"[6, 187]","[0, 100]",constant,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3633784382901002,0.4587458982660943,0.0014899082433199,0.0161121012581516,0.0468400826566786,0.0639160495413201,0.1339126648710351,0.2719169802812778,0.3632893202301143,0.6500625651046866,0.866717071662457,2.1920274389527155,3.078369931270664,1000.0
73bc23a0-ec07-40f6-92ed-ac374a48d7c6,['62c9a17e1c9300c5ad09ef87'],ibmq_ehningen,linear,5,1,10,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3930049881514762,0.6840645581253345,0.0313311184776704,0.0347223540529681,0.0482872963541587,0.055949385848515,0.0942369464661001,0.1953991543566226,0.346026020741259,0.6097940494326117,1.253480884732772,2.7133921219630825,3.078369931270664,1000.0
07bbccb4-fdf4-4e40-8a07-91cd036a657d,['62c9a1b06c2b5004ddc60301'],ibmq_ehningen,linear,5,1,10,"[23, 218]","[4, 114]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3930049881514762,0.6840645581253345,0.0313311184776704,0.0347223540529681,0.0482872963541587,0.055949385848515,0.0942369464661001,0.1953991543566226,0.346026020741259,0.6097940494326117,1.253480884732772,2.7133921219630825,3.078369931270664,1000.0
c293edfc-e6bc-4008-b71b-ee1c84316be3,['62c9a1cc800aadb4174ceba7'],ibmq_ehningen,linear,5,1,10,"[23, 24, 25, 29, 48]","[4, 6, 8, 12, 13]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3930049881514762,0.6840645581253345,0.0313311184776704,0.0347223540529681,0.0482872963541587,0.055949385848515,0.0942369464661001,0.1953991543566226,0.346026020741259,0.6097940494326117,1.253480884732772,2.7133921219630825,3.078369931270664,1000.0
e86d1948-0aaf-483f-b069-c95da4f92fc2,['62c9a1e4800aadbd274ceba8'],ibmq_ehningen,linear,5,1,10,"[23, 24, 25, 29, 48]","[4, 6, 8, 12, 13]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3930049881514762,0.6840645581253345,0.0313311184776704,0.0347223540529681,0.0482872963541587,0.055949385848515,0.0942369464661001,0.1953991543566226,0.346026020741259,0.6097940494326117,1.253480884732772,2.7133921219630825,3.078369931270664,1000.0
37fad0d6-37a7-48c3-a616-af1639405f83,['62c9a780800aad4ec04cebad'],ibmq_ehningen,linear,5,0,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3739381416979487,0.2523782445709266,0.0454156210266654,0.0514232838763045,0.0754539352748606,0.1074291691142142,0.2011674795973984,0.3519752574948708,0.4621753340031891,0.6447459906529679,0.776927137649783,1.0489535237064342,1.1169601202205977,1000.0
c63b651e-9ef2-492d-aeee-c5f7c695fffa,['62c9a7ae800aad65ab4cebae'],ibmq_ehningen,linear,5,2,15,"[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3980426750991193,0.3144591589037978,0.024361369468702,0.039754057164432,0.1013248079473522,0.1336190252590305,0.1787793829325161,0.2529998082853165,0.4980324706617153,0.888549640165091,1.0232403784699302,1.136925985104284,1.165347386762873,1000.0
c9e9eee7-891f-4ed6-9ce1-1ae5a86f6ffa,['62c9a7df6c2b506fc5c60303'],ibmq_ehningen,linear,5,3,20,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2985242551189557,0.2421435822862525,0.0171055539495471,0.0172183882514774,0.0176697254591986,0.0680281363712654,0.1032429901252332,0.2385440075122836,0.3844751294462786,0.6408137871252542,0.7816449677433239,0.898558331638516,0.9277866726123144,1000.0
c8f6fac6-74fd-432c-a8f3-2ca0ff6517aa,['62c9a812800aad09d84cebaf'],ibmq_ehningen,linear,5,4,25,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2621079674204211,0.2050525782853656,0.0013764680790424,0.0081929991629708,0.0354591234986844,0.0611794504015369,0.1188738368396339,0.2133048643141245,0.2958034841512958,0.5906663140407686,0.6591685954739634,0.7360108494529075,0.7552214129476438,1000.0
bb08cb49-85a4-4e01-944a-cab14544011e,['62c9a8486c2b5005b4c60304'],ibmq_ehningen,linear,5,5,30,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3313268070643864,0.2987309076232086,0.0271813505952814,0.0320501674491196,0.0515254348644722,0.0743282949634388,0.1345469484958057,0.2551857850923313,0.3029692583082531,0.7456714489196485,0.8893807468587112,1.1516004968464606,1.2171554343433988,1000.0
7e05f887-0aca-444e-96f0-eab1be1af64e,['62c9a8821c93000cbc09ef8d'],ibmq_ehningen,linear,5,6,35,"[69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.2445864867054027,0.1736550107691536,0.0276339545016026,0.0341633336270238,0.0602808501287086,0.069137816042784,0.110072778204881,0.2191615969573036,0.3159927483950011,0.5486931370941971,0.5951378417767594,0.5971592299537986,0.5976645769980583,1000.0
aa44f930-3e50-4ee5-bcc1-7b4db316c034,['62c9a8941c9300e3b709ef8e'],ibmq_ehningen,linear,5,0,5,"[5, 201]","[0, 107]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3739381416979487,0.2523782445709266,0.0454156210266654,0.0514232838763045,0.0754539352748606,0.1074291691142142,0.2011674795973984,0.3519752574948708,0.4621753340031891,0.6447459906529679,0.776927137649783,1.0489535237064342,1.1169601202205977,1000.0
8fa04e49-18f1-41be-8242-2de5e5e8f0d9,['62c9a8a2fdb4a8ad0342b124'],ibmq_ehningen,linear,5,2,15,"[32, 236]","[8, 121]",constant,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,True,False,0.3980426750991193,0.3144591589037978,0.024361369468702,0.039754057164432,0.1013248079473522,0.1336190252590305,0.1787793829325161,0.2529998082853165,0.4980324706617153,0.888549640165091,1.0232403784699302,1.136925985104284,1.165347386762873,1000.0
